"simRun","year","scenario","meanGV","varGV","varGxE","h2","H2","accSDN","accCET","accPYT","accAYT","accUYT","nParCET","nParPYT","nParAYT","nParUYT"
25,1,"Narrow adaptation",6.85451092349505,2.60682304164283,2,0.452361504056527,0.452361800275952,0.0788439300212625,0.181366747564642,0.543129848134947,0.799018326761195,0.952760530684972,19,0.5,1.5,4
25,2,"Narrow adaptation",6.88087345809272,2.43356120689002,2,0.393437093242703,0.41863355114752,0.0916106922832672,0.160250690302593,0.703630406488646,0.905712861028318,0.940816237862759,4.5,7.5,8.5,4.5
25,3,"Narrow adaptation",8.22706875563811,2.79813630049037,2,0.450897417311315,0.514310047435544,0.102989884189139,0.191180979845073,0.733524836863992,0.860991161005429,0.881676366791551,3,7.5,6.5,8
25,4,"Narrow adaptation",10.0522960240226,2.22390568945871,2,0.462413039064254,0.520843287713292,0.105890860793913,0.172300471593672,0.7676188664378,0.845011272592347,0.855660989171119,7,0.5,10,7.5
25,5,"Narrow adaptation",10.1609425651815,2.45418638023814,2,0.457404107022082,0.473955502998382,0.0749377771784921,0.183635979022949,0.778344096587492,0.861500864768444,0.952202853992947,8,4.5,5,7.5
25,6,"Narrow adaptation",10.2926535158408,2.06136605007512,2,0.456970810537101,0.456970932038736,0.0788021235630626,0.222577584222133,0.706069183743262,0.906852252616864,0.928545665578084,3.5,11.5,7,3
25,7,"Narrow adaptation",11.6336273763363,2.15529635262978,2,0.268975724983523,0.458666012596958,0.0833327793621805,0.203618230675197,0.711425361230045,0.828640743483772,0.929046300126638,1.5,4.5,14.5,4.5
25,8,"Narrow adaptation",12.237595829422,1.86347031812393,2,0.286951434735592,0.395090168529824,0.0822767967559799,0.251121246614336,0.712640707263639,0.794813148457199,0.890882342652436,4.5,1.5,7,12
25,9,"Narrow adaptation",12.6339291590006,1.78899061763478,2,0.225399176144465,0.402799010321168,0.100007866872427,0.184564004929539,0.690322076987832,0.825854955843081,0.880869903906553,2,12.5,4.5,6
25,10,"Narrow adaptation",12.8929023417931,1.89039931107389,2,0.162260963938029,0.376141599376762,0.0718147194477223,0.182414758599095,0.682783608977337,0.815019388278214,0.859521682988588,4.5,5.5,13,2
26,-19,"Narrow adaptation",0.378936382361768,1.15545544584584,2,0,0,0,0,0,0,0,0,0,0,0
26,-18,"Narrow adaptation",0.412224788723094,1.08421030262325,2,0,0,0,0,0,0,0,0,0,0,0
26,-17,"Narrow adaptation",2.00177067357851,0.883642279185105,2,0,0,0,0,0,0,0,0,0,0,0
26,-16,"Narrow adaptation",2.32544712551444,0.996231795200849,2,0,0,0,0,0,0,0,0,0,0,0
26,-15,"Narrow adaptation",2.4519232268961,0.856009259799289,2,0,0,0,0,0,0,0,0,0,0,0
26,-14,"Narrow adaptation",2.51776400964127,0.989156174184977,2,0,0,0,0,0,0,0,0,0,0,0
26,-13,"Narrow adaptation",2.59324801300016,0.959018854683581,2,0,0,0,0,0,0,0,0,0,0,0
26,-12,"Narrow adaptation",3.7200768394365,0.862530052612757,2,0,0,0,0,0,0,0,0,0,0,0
26,-11,"Narrow adaptation",4.11646188027913,0.744090048760198,2,0,0,0,0,0,0,0,0,0,0,0
26,-10,"Narrow adaptation",4.37776464880298,0.798586538618835,2,0,0,0,0,0,0,0,0,0,0,0
26,-9,"Narrow adaptation",4.36871370727222,0.822112384929621,2,0,0,0,0,0,0,0,0,0,0,0
26,-8,"Narrow adaptation",4.69419122949296,0.757167801050228,2,0,0,0,0,0,0,0,0,0,0,0
26,-7,"Narrow adaptation",5.38898068368871,0.840945222446109,2,0,0,0,0,0,0,0,0,0,0,0
